Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Mileage Intensity,Price per CC,Price_log,Kilometer_log,Engine_log,Max Power_log
X4 xDrive30d M Sport X [2019-2020],0.5573466546064608,0.15367367290046752,Corporate,0.914654454621149,0.7395833333333333,620 Nm @ 2000 rpm,0.49999999999999994,0.029411764705882346,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2797330587381877,0.3670856109445653,0.8640429962638367,0.5629719684631596,0.9523450219167806,0.8701940309201142
i10 Sportz 1.2 AT Kappa2,0.019704174657804167,0.268718608699369,Individual,0.16694421315570357,0.11111111111111108,112.7619 Nm @ 4000 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.14716866251830146,0.045552870938146146,0.19894985665733955,0.689096754741259,0.29325948296876625,0.2625124412933362
City VX (O) MT BL,0.06708802323966657,0.33147039186240607,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3295539636911559,0.09676732414616779,0.40321413858090915,0.7377078987972481,0.45406479082016205,0.4622431379960936
DZire VDi AMT,0.05019873067583443,0.4430291174855832,Individual,0.18817651956702752,0.09374999999999997,190 Nm @ 2000 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.44143248709431265,0.09163254718541933,0.3485569907403039,0.8057149301756663,0.32325773128385293,0.2293462022617434
Harrier XZA Plus,0.19844918762502767,0.24780134764502326,Individual,0.4829308909242298,0.42013888888888884,350 Nm @ 1750 rpm,0.49999999999999994,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5999270619154512,0.20436481720842647,0.6299741412855999,0.6704838421146206,0.6463899900276937,0.6468426636380133
Compass Model S (O) 1.4 Petrol DCT,0.23832668395629802,0.10138052026460326,Individual,0.23813488759367196,0.39583333333333337,250 Nm @ 2500 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.18795770750903568,0.35510850612751105,0.6706200057876153,0.4734539470300154,0.38926820111150473,0.6251035408366721
Verna Fluidic 1.6 CRDi SX,0.03612432020597431,0.49880848029717184,Individual,0.32722731057452126,0.2743055555555556,260 Nm @ 1900 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.309212413981491,0.0521350656882337,0.2908588699842185,0.8337403026423318,0.49377793214932364,0.500015931374354
Wagon R VXi 1.0 [2019-2019],0.035655173190312306,0.13624262202184612,Individual,0.2922564529558701,0.2395833333333333,,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.249141274995137,0.05510681073362228,0.28867159485195826,0.5366080719882662,0.4545449774538408,0.457869508683332
Rapid Style 1.6 MPI AT,0.08810580954132435,0.12710875136144847,Individual,0.33388842631140714,0.19791666666666666,153 Nm @ 3750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.12460649363199817,0.11596507122503276,0.4573064907524258,0.5215703017917135,0.501014293766608,0.4022587269148272
Verna 1.6 CRDI SX,0.09054537402276677,0.2617461883479204,Individual,0.32722731057452126,0.2743055555555556,260 Nm @ 1900 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.30624593798216493,0.12031491689592895,0.4628555432852308,0.6830482418487724,0.49377793214932364,0.500015931374354
Creta 1.6 SX Plus AT Petrol,0.10687169016780451,0.33147039186240607,Individual,0.3309741881765196,0.26041666666666663,154 Nm @ 4850 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.3295539636911559,0.1399050795444063,0.4969846362594246,0.7377078987972481,0.4978573363321983,0.4835697809178643
5-Series 525d Luxury Plus,0.13511434051065713,0.4709187988913775,Individual,0.49916736053288924,0.5902777777777778,450 Nm @ 1500 rpm,0.49999999999999994,0.2647058823529412,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.2654568929914307,0.13721551824641484,0.5464438060093673,0.8201281913610825,0.660588693127119,0.7776793047797512
X6 xDrive40i M Sport,0.9983448493287446,0.12229778131894899,Individual,0.9167360532889259,1.0,450 Nm @ 1500 rpm,0.49999999999999994,0.029411764705882346,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.22466784800069645,0.6579952512760007,0.9996126966689203,0.5132621586202468,0.9535456890464626,1.0
XL6 Alpha AT Petrol,0.09664428522637282,0.31228229105521965,Individual,0.2772689425478768,0.19444444444444445,138 Nm @ 4400 rpm,0.6666666666666667,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.4424617695096217,0.13943753354379698,0.4761857543898187,0.7238404339481184,0.43705313221451725,0.397341001900239
Tigor XZA Plus,0.059581670989074506,0.0456011574530147,Individual,0.16777685262281433,0.12847222222222218,113 Nm @ 3300 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.09006399953127354,0.11137502484166865,0.3804596850904285,0.3176759794341497,0.29445974954208864,0.2936673339515954
Verna Fluidic 1.6 CRDi SX,0.028148727110317105,0.5266981617029661,Individual,0.32722731057452126,0.2743055555555556,260 Nm @ 1900 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.2980881289840181,0.04214307339081075,0.25061894080812497,0.8466356562946742,0.49377793214932364,0.500015931374354
A6 35 TDI Matrix,0.30400726614897855,0.33844281221385464,Individual,0.48792672772689427,0.4965277777777778,400 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.3365463714038532,0.3093529680437019,0.7253274265169081,0.7425586221394589,0.6507887381766446,0.7097308258601829
Creta E Plus 1.6 Petrol,0.08350816878783672,0.2257754717547972,Individual,0.3309741881765196,0.26041666666666663,151 Nm @ 4850 rpm,0.49999999999999994,0.1176470588235294,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2235560551743776,0.1108003410064743,0.44648230053215476,0.6492241694166938,0.4978573363321983,0.4835697809178643
i20 Magna 1.2,0.02111161570479018,0.30358071045661184,Individual,0.16694421315570357,0.12499999999999997,113.796 Nm @ 4000 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.18462042200979378,0.047883277225644505,0.2083809313283922,0.7172833013756401,0.29325948296876625,0.2875856257839553
City S Diesel,0.03987749633127034,0.40816701572834035,Individual,0.2922564529558701,0.18055555555555555,200 Nm @ 1750 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.27850938738846565,0.06069325197421413,0.3076671450994817,0.78641719857456,0.4545449774538408,0.37718554242420854
A3 35 TDI Premium + Sunroof,0.13980581066727718,0.3663324936196489,Individual,0.48792672772689427,0.32638888888888884,320 Nm @ 1750 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.22466784800069645,0.14398648529515243,0.5537464733714983,0.7610544801889265,0.6507887381766446,0.5573875274867786
Swift VXi [2014-2017],0.04363067245656638,0.3923814560526608,Individual,0.16694421315570357,0.12499999999999997,115 Nm @ 4000 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.5549220612344747,0.0851697778256182,0.32336329202060643,0.7771527734935555,0.29325948296876625,0.2875856257839553
Ciaz Alpha Hybrid 1.5 [2018-2020],0.0703720523493006,0.21991166623922895,Individual,0.2772689425478768,0.19444444444444445,138 Nm @ 4400 rpm,0.49999999999999994,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2572990839932839,0.1038215293797318,0.4125219136428009,0.6432389496480266,0.43705313221451725,0.397341001900239
XUV500 W11,0.10461978449262689,0.31055313080806035,Individual,0.5757701915070774,0.3680555555555556,360 Nm @ 1750 rpm,0.8333333333333333,0.1176470588235294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.30857674055306406,0.09688419584721769,0.4925589989155763,0.7225513131588199,0.7240392458720901,0.5990778104896979
Elite i20 Magna 1.2 [2016-2017],0.03987749633127034,0.31055313080806035,Individual,0.16694421315570357,0.12152777777777776,115 Nm @ 4000 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.26749634524096744,0.07895536105895593,0.3076671450994817,0.7225513131588199,0.29325948296876625,0.281431081057145
