Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car
ES 300h,4375000,31059,Individual,2494.0,202.0,213 Nm @ 4500 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
S-Cross Alpha 1.6,749000,114000,Individual,1598.0,118.0,320 Nm @ 1750 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
X5 xDrive 30d Expedition,4800000,35000,Individual,2993.0,258.0,560 Nm @ 1500 rpm,7.0,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TUV300 T10,785000,44000,Individual,1493.0,100.0,240 Nm @ 1600 rpm,7.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
i20 Active 1.4 S,750000,72000,Individual,1396.0,89.0,220 Nm @ 1500 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
C-Class C 220d Progressive [2018-2019],4150000,8000,Individual,1950.0,192.0,400 Nm @ 1600 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Alto VXi,320000,54000,Individual,998.0,67.0,90 Nm @ 3500 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
GLA 200 CDI Style,1750000,99000,Individual,2143.0,134.0,300 Nm @ 1600 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
TUV300 T10,944999,88000,Individual,1493.0,100.0,240 Nm @ 1600 rpm,7.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Range Rover 3.0 V6 Diesel Vogue LWB,27500000,11000,Individual,2993.0,244.0,600 Nm @ 2000 rpm,4.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Endeavour Sport 2.0 4x4 AT,4100000,19000,Individual,1996.0,168.0,420 Nm @ 2000 rpm,7.0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Hector Sharp 1.5 DCT Petrol Dual Tone,1750000,33000,Individual,1451.0,141.0,250 Nm @ 1600 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Ertiga VDi 1.3 Diesel,811000,44153,Individual,1248.0,89.0,200 Nm @ 1750 rpm,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Discovery Sport HSE Luxury 7-Seater,6900000,32368,Individual,2179.0,188.0,420 Nm @ 1750 rpm,7.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Verna 1.6 CRDI SX,725000,42000,Individual,1582.0,126.0,260 Nm @ 1900 rpm,5.0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
XF Portfolio Diesel,4600000,56000,Individual,1999.0,177.0,430 Nm @ 1750 rpm,5.0,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Nexon EV XZ Plus,1485000,10000,Individual,1498.0,116.0,,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Range Rover 3.0 V6 Diesel Vogue,19300000,63000,Individual,2993.0,244.0,600 Nm @ 2000 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],650000,49422,Individual,1197.0,81.0,114 Nm @ 4000 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Hector Plus Smart 1.5 DCT Petrol,1925000,19000,Corporate,1451.0,141.0,250 Nm @ 1600 rpm,6.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
City SV CVT,590000,75258,Individual,1497.0,117.0,145 Nm @ 4600 rpm,5.0,9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Santro Sportz CNG [2018-2020],495000,46000,Individual,1086.0,58.0,84 Nm @ 4500 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Baleno Zeta 1.3,695000,68921,Individual,1248.0,74.0,190 Nm @ 2000 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Verna 1.6 CRDI SX,799000,79800,Individual,1582.0,126.0,260 Nm @ 1900 rpm,5.0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Polo Highline1.2L (P),325000,53000,Individual,1198.0,74.0,110 Nm @ 3750 rpm,5.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Scorpio S5 2WD 7 STR,1190000,59000,Individual,2179.0,120.0,280 Nm @ 1800 rpm,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
XJ 3.0 Portfolio,5800000,30000,Individual,2993.0,225.0,689 Nm @ 1800 rpm,5.0,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Alto LXi BS-III,140000,65000,Individual,796.0,47.0,62@3000,5.0,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
Baleno Zeta 1.2,750000,58000,Individual,1197.0,83.0,115 Nm @ 4000 rpm,5.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
M-Class ML 350 CDI,2600000,94000,Individual,2997.0,254.0,619 Nm @ 1600 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Alto 800 Lx CNG,299000,45000,Individual,796.0,48.0,69 Nm @ 3500 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Fortuner 2.8 4x4 AT [2016-2020],3470000,62152,Individual,2755.0,174.0,450 Nm @ 1600 rpm,7.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Venue SX Plus 1.0 Turbo DCT,1075000,28000,Individual,998.0,118.0,172 Nm @ 1500 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Grand i10 Magna AT 1.2 Kappa VTVT,650000,15000,Individual,1197.0,81.0,114 Nm @ 4000 rpm,5.0,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Amaze 1.2 S i-VTEC,425000,53610,Individual,1198.0,87.0,109 Nm @ 4500 rpm,5.0,10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
